"video_id","question","choices","answer","correct_choice","pred_answer","pred_choice","qa_acc","task"
201,"What did the car do just now?","['It stopped at a traffic light.', 'It turned left at an intersection.', 'It parked near a shopping center.', 'It reversed into a parking space.']","It parked near a shopping center.","C","D) It reversed into a parking space.","D",0.0,"Action Recognition"
201,"What is the car doing right now?","['Preparing to make a right turn.', 'Driving on a multi-lane bridge.', 'Completing a right turn at the intersection.', 'Stopping at a red light.']","Completing a right turn at the intersection.","C","B) Driving on a multi-lane bridge.","B",0.0,"Action Recognition"
201,"What is the individual in the blue hoodie doing right now?","['Checking their reflection in a window.', 'Writing on a piece of paper.', 'Holding and looking at a tablet.', 'Adjusting their clothing.']","Holding and looking at a tablet.","C","C) Holding and looking at a tablet.","C",100.0,"Action Recognition"
201,"What did the player do just now?","[""Exiting the driver's seat."", 'Driving the vehicle.', 'Finalizing inventory management.', 'Interacting with another character.']","Finalizing inventory management.","C","C) Finalizing inventory management.","C",100.0,"Action Recognition"
201,"What is the person in the blue hoodie doing right now?","['Walking on the sidewalk.', 'Stopping at the rear of the vehicle.', 'Turning towards the dark vehicle.', 'Puting the goods into the trunk of the car.']","Puting the goods into the trunk of the car.","D","B) Stopping at the rear of the vehicle.","B",0.0,"Action Recognition"
202,"What is being shown on the screen right now?","['A dark background displaying ""Leopard Glitter Keychains."".', 'Instructions for using a cutting machine.', 'The Cricut Joy software interface with design options.', 'A hand holding glittery leopard print keychains.']","A hand holding glittery leopard print keychains.","D","D) A hand holding glittery leopard print keychains.","D",100.0,"Action Recognition"
202,"What action is being performed right now?","['Loading a sheet into the machine.', 'Pulling out a sheet from the machine.', 'Labeling the material.', 'Cutting the material vertically.']","Cutting the material vertically.","D","A) Loading a sheet into the machine.","A",0.0,"Action Recognition"
202,"What are the hands doing right now?","['Drawing on a piece of paper.', 'Washing the stencil.', 'Lifting the stencil off the mat.', 'Applying a label to a stencil.']","Applying a label to a stencil.","D","D) Applying a label to a stencil.","D",100.0,"Action Recognition"
202,"What is the right hand doing right now?","['Applying a layer of red glitter.', 'Holding a pair of cups.', 'Removing glitter from the object.', 'Spreading golden glitter evenly over the white round object.']","Spreading golden glitter evenly over the white round object.","D","D) Spreading golden glitter evenly over the white round object.","D",100.0,"Action Recognition"
202,"What is the hands doing right now?","['Pulling the adhesive backing upwards.', ""Adjusting the paper's position on the coaster."", 'Inspecting the adhesive surface on the paper.', 'Placing the adhesive-applied paper against the golden round object.']","Placing the adhesive-applied paper against the golden round object.","D","D) Placing the adhesive-applied paper against the golden round object.","D",100.0,"Action Recognition"
203,"What is the weather like in the video?","['Completely cloudy.', 'Rainy.', 'Overcast.', 'Partly cloudy.']","Partly cloudy.","D","D) Partly cloudy.","D",100.0,"Attribute Recognition"
203,"What is visible near the right side of the buildings right now?","['A blue mailbox.', 'A green bench.', 'A yellow taxi.', 'A red phone booth.']","A red phone booth.","D","D) A red phone booth.","D",100.0,"Object Recognition"
203,"What is the person in the blue outfit carrying?","['A briefcase.', 'A backpack.', 'A suitcase.', 'A shopping bag.']","A shopping bag.","D","B) A backpack.","B",0.0,"Object Recognition"
203,"Where was the historical stone building located in the frame right now?","['On the left side.', 'On the right side.', 'In the center.', 'In the background.']","On the left side.","A","A)","A",100.0,"Spatial Understanding"
203,"What is the name of the left side establishment indicated by the signs on the building?","['HARD CLUB.', 'HARD ROCK.', 'CLUB HARD.', 'ROCK CLUB.']","HARD CLUB.","A","A) HARD CLUB.","A",100.0,"Text-Rich Understanding"
204,"What is one of the objectives mentioned in the video?","['Build a house.', 'Get a bunch of TNT.', 'Collect water.', 'Find a treasure.']","Get a bunch of TNT.","B","B) Get a bunch of TNT.","B",100.0,"Text-Rich Understanding"
204,"What object is positioned to the left of the large tree?","['A wooden crafting table.', 'A stone statue.', 'A blue tent.', 'A metal bench.']","A wooden crafting table.","A","A) A wooden crafting table.","A",100.0,"Object Recognition"
204,"What color is the bed seen in the video?","['Yellow.', 'Red.', 'Blue.', 'Green.']","Yellow.","A","B) Red.","B",0.0,"Attribute Recognition"
204,"What inventory items are visible in the player's HUD?","['Sword and pickaxe.', 'Sword and shield.', 'Axe and bow.', 'Pickaxe and bow.']","Sword and pickaxe.","A","D) Pickaxe and bow.","D",0.0,"Object Recognition"
204,"What action is depicted with the ""Subscribe"" button?","['It remains static.', 'It disappears.', 'It changes to ""Subscribed"".', 'It moves to the top of the screen.']","It changes to ""Subscribed"".","C","C) It changes to ""Subscribed"".","C",100.0,"Action Recognition"
205,"What type of car is featured in the video right now?","['Ferrari F8 Tributo.', 'Lamborghini Huracan.', 'BMW M4.', 'Porsche 911 GT3 RS.']","Porsche 911 GT3 RS.","D","D) Porsche 911 GT3 RS.","D",100.0,"Text-Rich Understanding"
205,"What is the current gear level of the car?","['1.', '2.', '3.', '4.']","4.","D","C)","C",0.0,"Text-Rich Understanding"
205,"Right now, what is indicated by the green column?","['Braking.', 'Tire pressure.', 'Speed.', 'Throttle.']","Braking.","A","D) Throttle.","D",0.0,"Attribute Recognition"
205,"Right now, what gear is the car using?","['3.', '4.', '6.', '5.']","5.","D","A) 3.","A",0.0,"Text-Rich Understanding"
205,"Right now, what is the current speed of the car?","['approx 226 km/h.', 'approx 189 km/h.', 'approx 190 km/h.', 'approx 249 km/h.']","approx 249 km/h.","D","A) approx 226 km/h.","A",0.0,"Text-Rich Understanding"
206,"What notable feature is seen in the middle of the street as the camera moves forward?","['A tall evergreen tree.', 'A parked truck.', 'A street vendor.', 'A bicycle lane.']","A tall evergreen tree.","A","A) A tall evergreen tree.","A",100.0,"Event Understanding"
206,"What does the camera capture after showing the manicured shrubs and bushes?","['A stone pathway flanked by garden beds.', 'A wooden bridge over a stream.', 'A large fountain in a central plaza.', 'An open field with wildflowers.']","A stone pathway flanked by garden beds.","A","A) A stone pathway flanked by garden beds.","A",100.0,"Event Understanding"
206,"What becomes visible past the dense part of the hedge now?","['A park.', 'A row of shops.', 'The garden and houses.', 'A busy street.']","The garden and houses.","C","C) The garden and houses.","C",100.0,"Event Understanding"
206,"What distinguishes the car closest to the camera now?","['It has red stripes on the hood.', 'It has green stripes on the hood.', 'It has yellow stripes on the hood.', 'It has blue stripes on the hood.']","It has blue stripes on the hood.","D","D) It has blue stripes on the hood.","D",100.0,"Attribute Recognition"
206,"What is the position of the house relative to the white car?","['To the right, behind the car.', 'To the left, in front of the car.', 'To the left, beside the car.', 'To the right, beside the car.']","To the left, beside the car.","C","C) To the left, beside the car.","C",100.0,"Spatial Understanding"
207,"What happens to the airplane as it aligns itself with the landing path?","['It takes off.', 'It crashes.', 'It lands on the runway.', 'It continues to fly in circles.']","It lands on the runway.","C","C) It lands on the runway.","C",100.0,"Event Understanding"
207,"Which car won first place in this competition?","['The blue car.', 'The dark purple car.', 'The green car.', 'The red car.']","The green car.","C","D) The red car.","D",0.0,"Event Understanding"
207,"Which car won first place in this competition?","['The blue car.', 'The dark purple car.', 'The green car.', 'The red car.']","The red car.","D","B) The dark purple car.","B",0.0,"Event Understanding"
207,"What is surrounding the racetrack right now?","['Sand dunes.', 'Tall grass.', 'Snow banks.', 'Rocky cliffs.']","Snow banks.","C","C) Snow banks.","C",100.0,"Object Recognition"
207,"Which racing car won first place in this competition?","['The blue car.', 'The silver and red car.', 'The green car.', 'The red car.']","The silver and red car.","B","B) The silver and red car.","B",100.0,"Event Understanding"
208,"What is the distinctive feature of the man's appearance?","['A scar on his cheek.', 'A handlebar mustache.', 'A monocle.', 'A bow tie.']","A handlebar mustache.","B","B) A handlebar mustache.","B",100.0,"Attribute Recognition"
208,"What item is located below the painting with the golden frame?","['A bookshelf.', 'A table with a vase.', 'A candelabrum.', 'A mirror.']","A candelabrum.","C","C) A candelabrum.","C",100.0,"Object Recognition"
208,"What is the man doing while sitting on a chair?","['Reading a book.', 'Polishing his shoes.', 'Adjusting his trousers and shoes.', 'Writing a letter.']","Adjusting his trousers and shoes.","C","C) Adjusting his trousers and shoes.","C",100.0,"Action Recognition"
208,"What does the man being helped do after the helper finishes adjusting his collar and bow tie?","['Looks in the mirror.', 'Closes his eyes.', 'Lifts his arm.', 'Looks down slightly.']","Looks down slightly.","D","A) Looks in the mirror.","A",0.0,"Action Recognition"
208,"What color is the vest of the man being helped?","['White.', 'Beige.', 'Black.', 'Gray.']","Beige.","B","B) Beige.","B",100.0,"Attribute Recognition"
209,"How many times in total have movie clips been inserted during this person's explanation so far?","['2.', '3.', '4.', '0.']","0.","D","D)","D",100.0,"Counting"
209,"How many times in total have movie clips been inserted during this person's explanation so far?","['1.', '3.', '4.', '0.']","1.","A","B)","B",0.0,"Counting"
209,"How many times in total have movie clips been inserted during this person's explanation so far?","['2.', '3.', '4.', '1.']","2.","A","B)","B",0.0,"Counting"
209,"How many times in total have movie clips been inserted during this person's explanation so far?","['3.', '4.', '6.', '0.']","4.","B","A)","A",0.0,"Counting"
209,"How many times in total have movie clips been inserted during this person's explanation so far?","['2.', '8.', '3.', '7.']","7.","D","D)","D",100.0,"Counting"
209,"How many times in total have movie clips been inserted during this person's explanation so far?","['2.', '8.', '3.', '7.']","8.","B","D)","D",0.0,"Counting"
210,"How many times in total have movie clips been inserted during this person's explanation so far?","['1.', '3.', '4.', '0.']","1.","A","B)","B",0.0,"Counting"
210,"How many times in total have movie clips been inserted during this person's explanation so far?","['1.', '2.', '4.', '0.']","2.","B","B)","B",100.0,"Counting"
210,"How many times in total have movie clips been inserted during this person's explanation so far?","['1.', '3.', '4.', '0.']","3.","B","B)","B",100.0,"Counting"
210,"How many times in total have movie clips been inserted during this person's explanation so far?","['1.', '3.', '4.', '5.']","4.","C","B)","B",0.0,"Counting"
210,"How many times in total have movie clips been inserted during this person's explanation so far?","['10.', '11.', '12.', '13.']","13.","D","C)","C",0.0,"Counting"
211,"What is mounted on the left side of the helicopter cockpit right now?","['A phone.', 'A GPS device.', 'A tablet.', 'A camera.']","A tablet.","C","D) A camera.","D",0.0,"Object Recognition"
211,"What type of store is the person in right now?","['A clothing store.', 'A pet store.', 'A grocery store.', 'A costco.']","A costco.","D","D) A costco.","D",100.0,"Text-Rich Understanding"
211,"What brand of chips is in the shopping cart right now?","[""Lay's."", 'Pringles.', ""Miss Vickie's."", 'Doritos.']","Miss Vickie's.","C","C) Miss Vickie's.","C",100.0,"Text-Rich Understanding"
211,"What brand of paper towels is visible on the ground right now?","['Bounty.', 'Scott.', 'Viva.', 'Sparkle.']","Scott.","B","B) Scott.","B",100.0,"Text-Rich Understanding"
211,"Which brand of bottled water is visible on the passenger seat right now?","['Dasani.', 'Evian.', 'Ice Mountain.', 'Aquafina.']","Ice Mountain.","C","C) Ice Mountain.","C",100.0,"Text-Rich Understanding"
212,"What is the state of the shelves as the individual continues to stock them?","['Shelves are mostly empty.', 'The shelves are already full.', 'Shelves are cluttered and disorganized.', 'Shelves are orderly and packed with products.']","Shelves are orderly and packed with products.","D","D) Shelves are orderly and packed with products.","D",100.0,"Event Understanding"
212,"What type of perspective is shown in the video?","['Third-person perspective.', 'Aerial perspective.', 'First-person perspective.', 'Side perspective.']","First-person perspective.","C","C)","C",100.0,"Object Recognition"
212,"What color are the cartons of milk on the shelf?","['Yellow with different colored sections.', 'White with different colored sections.', 'Green with different colored sections.', 'Red with different colored sections.']","White with different colored sections.","B","B) White with different colored sections.","B",100.0,"Attribute Recognition"
212,"What action did the person perform repeatedly just now?","['Organizing products on shelves.', 'Flattening cardboard boxes.', 'Picking up and placing boxes in a cart.', 'Moving the cart towards the door.']","Picking up and placing boxes in a cart.","C","C) Picking up and placing boxes in a cart.","C",100.0,"Action Recognition"
212,"What color are the boxes labeled ""Bregott""?","['Red.', 'Blue.', 'Green.', 'Orange.']","Green.","C","C) Green.","C",100.0,"Attribute Recognition"
213,"Right now, what is the weather like on the street?","['Sunny.', 'Snowy.', 'Clear.', 'Rainy.']","Rainy.","D","D) Rainy.","D",100.0,"Attribute Recognition"
213,"What type of vehicle is directly in front of the camera right now?","['Taxi.', 'Bus.', 'Bicycle.', 'Motorcycle.']","Taxi.","A","A) Taxi.","A",100.0,"Object Recognition"
213,"Which brand's store sign is seen on the right-hand side of the street right now?","['Nike.', 'Tesla.', 'Adidas.', 'UGG.']","UGG.","D","D) UGG.","D",100.0,"Text-Rich Understanding"
213,"What is the current condition of the pavement right now?","['Dry.', 'Sandy.', 'Snowy.', 'Wet.']","Wet.","D","D) Wet.","D",100.0,"Attribute Recognition"
213,"What makes of the yellow car is waiting at the red light right now?","['Honda.', 'Ford.', 'Toyota.', 'Nissan.']","Toyota.","C","C) Toyota.","C",100.0,"Object Recognition"
214,"Why does the speaker want to build the coolest villager breeder?","['He is tired of their items breaking.', 'He wants to impress their friends.', 'He need more resources.', 'He enjoys building new things.']","He is tired of their items breaking.","A","D) He enjoys building new things.","D",0.0,"Text-Rich Understanding"
214,"What does the player do immediately after the spider lands on the ground?","['Runs away.', 'Places a torch.', 'Strikes the spider with an axe.', 'Switches to a sword.']","Strikes the spider with an axe.","C","B) Places a torch.","B",0.0,"Action Recognition"
214,"What color are the rooftops of the village buildings?","['Red.', 'Green.', 'Gray.', 'Brown.']","Brown.","D","D) Brown.","D",100.0,"Attribute Recognition"
214,"What is floating in the sky to the left of the pyramid right now?","['A red hot air balloon.', 'A blue kite.', 'A white bird.', 'A black drone.']","A red hot air balloon.","A","A) A red hot air balloon.","A",100.0,"Object Recognition"
214,"What does the red button at the bottom of the frame display initially?","['A “Subscribe” button with a white YouTube logo.', 'A “Like” button with a white thumbs-up icon.', 'A “Share” button with a white arrow icon.', 'A “Follow” button with a white star icon.']","A “Subscribe” button with a white YouTube logo.","A","A) A “Subscribe” button with a white YouTube logo.","A",100.0,"Text-Rich Understanding"
215,"Which side of the head does the person paint first?","['The top.', 'The left side.', 'The right side.', 'The back.']","The left side.","B","B) The left side.","B",100.0,"Spatial Understanding"
215,"Which of the following best summarizes the painting process that was just shown in the video?","['Adding final touches to a landscape.', 'Detailing a person with short brown hair and a red coat.', 'Painting an abstract art piece.', 'Working on a cityscape with vibrant colors.']","Detailing a person with short brown hair and a red coat.","B","B) Detailing a person with short brown hair and a red coat.","B",100.0,"Clips Summarize"
215,"Why is the artist applying touches to the facial features frequently?","['To correct mistakes.', 'To emphasize expressions.', 'To add abstract elements.', 'To change the background color.']","To emphasize expressions.","B","B) To emphasize expressions.","B",100.0,"Causal Reasoning"
215,"Where are the plants located in relation to the painting in the studio?","['To the right side of the painting.', 'On a table beneath the painting.', 'On the left side of the painting.', 'Behind the artist.']","On the left side of the painting.","C","C) On the left side of the painting.","C",100.0,"Spatial Understanding"
215,"Which of the following best summarizes the content that was just shown in the video?","['The artist is setting up the studio before starting to paint.', 'The artist is making precise adjustments to an already detailed portrait.', 'The artist is selecting colors and preparing brushes for a new painting.', 'The artist is cleaning up the studio after completing a painting.']","The artist is making precise adjustments to an already detailed portrait.","B","B) The artist is making precise adjustments to an already detailed portrait.","B",100.0,"Clips Summarize"
216,"Why does the older woman appear annoyed or angry?","['Because the character shouted loudly.', 'Because the character disturbed her.', 'Because the character knocked on the door.', 'Because the character broke something.']","Because the character disturbed her.","B","B) Because the character disturbed her.","B",100.0,"Causal Reasoning"
216,"Why is Mr. Bean under the bed now?","['Because he wanted to snatch back the teddy bear doll that was taken by the cat.', 'Because he dropped something valuable and is trying to retrieve it.', 'Because he is hiding from someone who just entered the room.', 'Because he thought he saw something strange under the bed.']","Because he wanted to snatch back the teddy bear doll that was taken by the cat.","A","A) Because he wanted to snatch back the teddy bear doll that was taken","A",100.0,"Causal Reasoning"
216,"Why did the character exit the building and approach a green car?","['Because he forgot something important in the car.', 'Because he needs to pick up a friend from the nearby station.', 'Because he wants to drive to the pet hospital to treat his teddy bear doll.', 'Because he plans to run an errand across town.']","Because he wants to drive to the pet hospital to treat his teddy bear doll.","C","C) Because he wants to drive to the pet hospital to treat his teddy","C",100.0,"Causal Reasoning"
216,"Why Mr. Bean would be very panicked now.","['Because he realized he lost his wallet.', 'Because he accidentally locked himself out of his house.', 'Because he found that his teddy bear doll was not in the box.', 'Because he noticed that his car keys were missing.']","Because he found that his teddy bear doll was not in the box.","C","C) Because he found that his teddy bear doll was not in the box","C",100.0,"Causal Reasoning"
216,"Why did the character react with noticeable concern after stopping the car?","['Because they remember they left something important behind.', 'Because they have car trouble and need to check the engine.', ""Because he thought the one that was flattened was the old lady's cat."", 'Because they see a strange figure in the distance.']","Because he thought the one that was flattened was the old lady's cat.","C","C) Because he thought the one that was flattened was the old lady's cat","C",100.0,"Causal Reasoning"
217,"What is located on the right side of the road right now?","['A river.', 'A forest.', 'A field.', 'A building.']","A river.","A","A) A river.","A",100.0,"Spatial Understanding"
217,"What is located on the left side of the path right now?","['A line of trees.', 'A lake.', 'A canal.', 'A field.']","A line of trees.","A","A) A line of trees.","A",100.0,"Spatial Understanding"
217,"What is on the right side of the path right now?","['A river.', 'A grassy field.', 'A dense forest.', 'A parking lot.']","A river.","A","A) A river.","A",100.0,"Spatial Understanding"
217,"Where is the canal located right now?","['On the right side of the path.', 'On the left side of the path.', 'Directly behind the cyclist.', 'Directly ahead of the cyclist.']","On the right side of the path.","A","A) On the right side of the path.","A",100.0,"Spatial Understanding"
217,"What is on the right side of the path right now?","['A river.', 'A forest.', 'A mountain.', 'A road.']","A river.","A","A) A river.","A",100.0,"Spatial Understanding"
218,"What is written on the green car in the race track scene?","['N2O COLA.', 'Speedy Cola.', 'Racing Fuel.', 'Nitro Power.']","N2O COLA.","A","A) N2O COLA.","A",100.0,"Text-Rich Understanding"
218,"What main event is depicted in the captions?","['A diecast car race victory lap.', 'The beginning of a car model race.', 'The construction of a race track.', 'The final lap of a race.']","The beginning of a car model race.","B","B) The beginning of a car model race.","B",100.0,"Clips Summarize"
218,"What happens to the green-purple car car when the racing car sprints?","['It falls behind other cars.', 'It crashes into the pit stop area.', 'It leaves the race track.', 'It moves further ahead from the other cars.']","It moves further ahead from the other cars.","D","D) It moves further ahead from the other cars.","D",100.0,"Event Understanding"
218,"Who is in first place in Race 1 - Final standings?","['Michael Rotor.', 'Jay.', 'H.J. Hollis.', 'Jonas Carvers.']","H.J. Hollis.","C","C) H.J. Hollis.","C",100.0,"Text-Rich Understanding"
218,"What is the sequence of the racecars when the racecars sprints?","['Red racecar followed by blue racecar.', 'Blue racecar followed by green racecar.', 'Purple racecar followed by blue racecar.', 'Gray racecar followed by red racecar.']","Red racecar followed by blue racecar.","A","A) Red racecar followed by blue racecar.","A",100.0,"Event Understanding"
219,"What type of sign is displayed on the pole right now?","['Bus zone sign.', 'Speed limit sign.', 'No parking sign.', 'Pedestrian crossing sign.']","Bus zone sign.","A","A) Bus zone sign.","A",100.0,"Text-Rich Understanding"
219,"What color is the car visible in the distance on the right side of the road?","['White.', 'Red.', 'Blue.', 'Black.']","White.","A","A) White.","A",100.0,"Attribute Recognition"
219,"What color is the sign visible on the left side of the road right now?","['Blue.', 'Red.', 'Yellow.', 'Green.']","Blue.","A","C) Yellow.","C",0.0,"Attribute Recognition"
219,"What color are the parking signs visible on the right side of the road right now?","['Blue.', 'Red.', 'Yellow.', 'Green.']","Blue.","A","A) Blue.","A",100.0,"Attribute Recognition"
219,"What type car is the orange car visible right now?","['SUV.', 'Van.', 'Bus.', 'Truck.']","SUV.","A","A) SUV.","A",100.0,"Object Recognition"
220,"Why is Mr. Bean scolded by the older woman?","['Because he was making too much noise.', 'Because he was late.', 'Because he was shining a flashlight at the teddy bear.', 'Because he was not paying attention.']","Because he was making too much noise.","A","C) Because he was shining a flashlight at the teddy bear.","C",0.0,"Causal Reasoning"
220,"Why does the character place the cheese on a plate?","['Because he plans to make a sandwich with the cheese.', 'Because his refrigerator is empty except for a piece of vegetable.', 'Because he thinks the cheese will taste better at room temperature.', 'Because the character organizes the fridge.']","Because his refrigerator is empty except for a piece of vegetable.","B","C) Because he thinks the cheese will taste better at room temperature.","C",0.0,"Causal Reasoning"
220,"Why does the man successfully retrieve the bottle from the top shelf?","['Because he uses his shopping cart for support.', 'Because he asks for assistance from a store employee.', 'Because he finds a step stool to reach the bottle.', 'Because he uses a long tool to knock the bottle down.']","Because he uses his shopping cart for support.","A","A) Because he uses his shopping cart for support.","A",100.0,"Causal Reasoning"
220,"Why Mr. Bean is very shocked.","['Because his own pie just fell to the floor.', 'Because the opponent did a magic trick with the pie.', 'Because the pie suddenly exploded when the opponent touched it.', 'Because the opponent finished the pie in one go.']","Because the opponent finished the pie in one go.","D","A) Because his own pie just fell to the floor.","A",0.0,"Causal Reasoning"
220,"Why does the Mr. Bean look tired or exhausted?","['Because he had to run around the supermarket to find items.', 'Because he lost the competition in the supermarket.', 'Because he stayed up all night preparing for the competition.', 'Because he had to carry heavy bags out of the supermarket.']","Because he lost the competition in the supermarket.","B","D) Because he had to carry heavy bags out of the supermarket.","D",0.0,"Causal Reasoning"
221,"What is the man standing in front of in the initial video?","['A wooden cabinet.', 'A glass door.', 'A blackboard.', 'A stainless steel refrigerator.']","A stainless steel refrigerator.","D","D) A stainless steel refrigerator.","D",100.0,"Object Recognition"
221,"What does the woman do after opening the jar?","['Pour the seasoning inside it into the white bowl with eggs.', 'Looks out the window.', 'Moves to the refrigerator.', 'Picks up a loaf of bread.']","Pour the seasoning inside it into the white bowl with eggs.","A","A) Pour the seasoning inside it into the white bowl with eggs.","A",100.0,"Action Recognition"
221,"What is the woman holding in her left hand?","['A loaf of bread.', 'A carton of milk.', 'A frying pan.', 'A jar.']","A jar.","D","D) A jar.","D",100.0,"Object Recognition"
221,"What is the woman doing right now?","['Pour the cereal from the box into a transparent glass of water.', 'Pour the sugar from the jar into a cup of hot tea.', 'Pour the pasta from the bag into a pot of boiling water.', 'Pour the flour from the container into a bowl of milk.']","Pour the cereal from the box into a transparent glass of water.","A","D) Pour the flour from the container into a bowl of milk.","D",0.0,"Action Recognition"
221,"What does the woman use to ensure the bread is evenly coated with the mixture?","['A spoon.', 'Her fingers.', 'A fork.', 'A spatula.']","A spatula.","D","D) A spatula.","D",100.0,"Object Recognition"
222,"What mathematical concept will likely be demonstrated next?","['Subtraction.', 'Addition.', 'Multiplication.', 'Division.']","Division.","D","D) Division.","D",100.0,"Prospective Reasoning"
222,"What is the presenter likely to do next?","['Add 48 to 52.', 'Multiply 48 by 52.', 'Divide 48 by 52.', 'Subtract 48 from 52.']","Subtract 48 from 52.","D","D) Subtract 48 from 52.","D",100.0,"Prospective Reasoning"
222,"What might the speaker discuss next?","['The steps to perform the division.', 'The final quotient of the division.', 'The relevance of the remainder.', 'How to multiply the dividend.']","The steps to perform the division.","A","A) The steps to perform the division.","A",100.0,"Prospective Reasoning"
222,"What might the speaker do next?","['Subtract 440 from 528.', 'Divide 528 by 55.', 'Subtract 88 from 528.', 'Add 5 to 88.']","Subtract 440 from 528.","A","A) Subtract 440 from 528.","A",100.0,"Prospective Reasoning"
222,"What might the speaker explain next?","['How to address the situation where the remainder is less than the divisor.', 'How to check the division result.', 'How to proceed with the next division step.', 'How to interpret the decimal expansion.']","How to address the situation where the remainder is less than the divisor.","A","C) How to proceed with the next division step.","C",0.0,"Prospective Reasoning"
223,"Which of the following options best summarizes the barista's actions just now?","['The barista cleaned the counter, sanitized cups, and organized coffee beans on the shelves.', 'The barista wiped down the espresso machine, added a new milk container, and prepared a cappuccino.', 'The barista organized the espresso machine, ground fresh coffee beans, and created a detailed latte art design.', 'The barista cleaned the milk frothing equipment, and brought the two cups of prepared espresso to the customers..']","The barista cleaned the milk frothing equipment, and brought the two cups of prepared espresso to the customers..","D","D) The barista cleaned the milk frothing equipment, and brought the two","D",100.0,"Clips Summarize"
223,"Which of the following options best summarizes the bartender's actions just now?","['The bartender filled a pitcher with beer and served it to customers at the bar.', 'The bartender cleaned the taps, filled a pitcher with hot water, and steeped tea bags in it.', 'The bartender prepared a fruit smoothie by blending fresh fruits and ice, then pouring it into a glass to serve.', 'The bartender steamed milk using a frothing wand, cleaned the wand, and combined the steamed milk with an espresso shot.']","The bartender steamed milk using a frothing wand, cleaned the wand, and combined the steamed milk with an espresso shot.","D","D) The bartender steamed milk using a frothing wand, cleaned the wand","D",100.0,"Clips Summarize"
223,"Which of the following options best summarizes the actions taken by the individual just now?","['The individual prepared coffee beans by weighing them, grinding them, and adjusting the grind size.', 'The individual brewed a coffee by immersing the beans in boiling water and stirring frequently.', 'The individual cleaned the coffee machine, steamed milk, and poured it into a cup to serve a cappuccino.', 'The individual prepared a portafilter with ground coffee, weighed it, and used a spoon to adjust the coffee amount.']","The individual prepared a portafilter with ground coffee, weighed it, and used a spoon to adjust the coffee amount.","D","D) The individual prepared a portafilter with ground coffee, weighed it,","D",100.0,"Clips Summarize"
223,"Which of the following options best summarizes the actions taken by the barista just now?","['The barista steamed milk, weighed it, and poured it into a coffee cup.', 'The barista cleaned the coffee machine, weighed coffee grounds, and placed them into the portafilter.', 'The barista poured milk into a glass, placed it on a scale, and then threw the milk container away.', 'The barista poured milk into a measuring cup, weighed it, and then returned the container to the fridge.']","The barista poured milk into a measuring cup, weighed it, and then returned the container to the fridge.","D","A) The barista steamed milk, weighed it, and poured it into","A",0.0,"Clips Summarize"
223,"Which of the following options best summarizes the barista's actions just now?","['The barista poured milk into a pitcher, steamed it, and then mixed it into a hot cup of coffee.', 'The barista filled a pitcher with milk, adjusted the coffee machine, rinsed the pitcher, and cleaned the counter area.', 'The barista filled a pitcher with milk, cleaned the pitcher, and prepared an iced coffee.', 'The barista poured milk into a glass, and steamed the milk in a pitcher.']","The barista poured milk into a glass, and steamed the milk in a pitcher.","D","B) The barista filled a pitcher with milk, adjusted the coffee machine,","B",0.0,"Clips Summarize"
224,"What is the driver currently doing with his hands?","['Honking the horn.', 'Shifting gears.', 'Holding the steering wheel.', 'Adjusting the dashboard.']","Holding the steering wheel.","C","C) Holding the steering wheel.","C",100.0,"Action Recognition"
224,"What logo is visible right now?","['JKS-Racing-Club.', 'JKS-Sports-Car.', 'JKS-Classic-Cars.', 'JKS-Rally-Sport.']","JKS-Classic-Cars.","C","C) JKS-Classic-Cars.","C",100.0,"Text-Rich Understanding"
224,"What is placed in front of the co-driver?","['A map.', 'A joystick.', 'A notebook.', 'A bottle of water.']","A notebook.","C","C) A notebook.","C",100.0,"Object Recognition"
224,"What color are the driver's gloves right now?","['Blue.', 'Red.', 'Yellow.', 'Black.']","Red.","B","B) Red.","B",100.0,"Attribute Recognition"
224,"What brand is visible on the steering wheel right now?","['JKS.', 'OMP.', 'Freem.', 'Classic-Cars.']","OMP.","B","B) OMP.","B",100.0,"Text-Rich Understanding"
225,"What is the person doing right now?","['Pouring Epoxy Resin Part A into a plastic cup.', 'Mixing flower petals in a container.', 'Writing names on the keychains.', 'Organizing the hexagonal shapes.']","Pouring Epoxy Resin Part A into a plastic cup.","A","A) Pouring Epoxy Resin Part A into a plastic cup.","A",100.0,"Action Recognition"
225,"What is currently placed under the hexagonal label?","['A small clear container.', 'A transparent plastic box with colorful items.', 'A mixing stick.', 'Tweezers.']","A small clear container.","A","C) A mixing stick.","C",0.0,"Action Recognition"
225,"What is the left gloved hand doing right now?","['Holding a clear cup with liquid.', 'Using a wooden stick to manipulate decorations.', 'Placing another hexagon-shaped piece on the workspace.', 'Making precise adjustments with a pen-like tool.']","Holding a clear cup with liquid.","A","A) Holding a clear cup with liquid.","A",100.0,"Action Recognition"
225,"What is the gloved hand doing right now?","['Pouring liquid into a hexagonal piece.', 'Scraping the surface of the hexagonal piece.', 'Adjusting floral and foliage decorations.', 'Holding the paintbrush with a pink handle.']","Pouring liquid into a hexagonal piece.","A","A) Pouring liquid into a hexagonal piece.","A",100.0,"Action Recognition"
